"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,,,,,,,,,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Cert Body,Cert Status,Cert Expiry Date,Notes,Source Sheet,Year First Added,Current Status,Full Address,Products,Primary Contact Name,Last Contact Date,Contract Signed,Account Manager,Latest Quotation,Name_Key,Supplier ID
Seasaga Enterprises Private Limited Unit II,,India,,Repeat of row 21,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,seasaga enterprises private limited unit ii,SUP-03649
Avanti Frozen Foods Private Limited,,India,,Repeat of row 108,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,avanti frozen foods private limited,SUP-00558
M/S Summit Marine Exports Private Limited,,India,summitmarineexports@gmail.com,https://www.summitmarineexports.com/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,ms summit marine exports private limited,SUP-02788
Digha Seafood Export Private Limited,,India,prabhat@dighaseafood.com,no website,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,digha seafood export private limited,SUP-01200
M/S Sigma Seafoods,,India,sales@sigmaseafoods.in,https://sigmaseafoods.com/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,ms sigma seafoods,SUP-02782
Zeal Aqua Limited,,India,"infozealaqua@gmail.com, unit2zeal@gmail.com, zealaqua@gmail.com",https://www.zealaqua.com/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,zeal aqua limited,SUP-04607
FEBIN MARINE FOODS,,India,mail@febinmarine.com,http://febinmarine.com/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,febin marine foods,SUP-01440
SAFA GLOBAL IMPEX,,India,"Details not available. With the same name, a company operates in tobacco industry under the brand name Vazeer",no website,Frozen Shrimps,,,,,First contact: NaT | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,NaT,,,,safa global impex,SUP-03544
Sandhya Aqua Exports Private Limited- Unit III,,India,,Repeat of row 71 & 76,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,sandhya aqua exports private limited unit iii,SUP-03579
"Coastal Corporation Limited, Unit-II",,India,,Repeat of row 87,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,coastal corporation limited unitii,SUP-01005
Devi Fisheries Ltd. Unit II,,India,,Repeat of row 80,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,devi fisheries ltd unit ii,SUP-01179
Apex Frozen Foods Ltd,,India,,Repeat of row 63,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,apex frozen foods ltd,SUP-00441
"Pasupati Aquatics Private Limited (Pasupati Aquatics Private Limited, also known as Kasturi Shrimps)",,India,pasupatiaquaticspl@gmail.com,https://kasturishrimps.com/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,pasupati aquatics private limited pasupati aquatics private limited also known as kasturi shrimps,SUP-03137
Vaisakhi Bio-Marine (P)Ltd,,India,,Repeat of row 89,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,vaisakhi biomarine pltd,SUP-04319
Sea Foods Private Limited,,India,info@seafoodsmail.com,no website,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,sea foods private limited,SUP-03637
A.M. Fisheries,,India,amfish2012@gmail.com,no website,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,am fisheries,SUP-00351
"Avanti Frozen Foods Private Limited, Krishnapuram",,India,,Repeat of row 108 & 117,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,avanti frozen foods private limited krishnapuram,SUP-00561
Rams Assorted Cold Storage (Paradip),,India,,Repeat of row 64,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,rams assorted cold storage paradip,SUP-03411
PENVER PRODUCTS LIMITED,,India,,Repeat of row 22,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,penver products limited,SUP-03163
RF EXPORTS,,India,,Repeat of row 23,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,rf exports,SUP-03444
Kader Exports Private Limited Unit 04,,India,,Repeat of row 75 & 101,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,kader exports private limited unit 04,SUP-02234
Baby Marine International,,India,"seafood@babymarineintl.com, st@babymarineinternational.com",https://babymarineinternational.com/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,baby marine international,SUP-00592
Alpha Marine Limited,,India,,Repeat of row 110 & 18,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,alpha marine limited,SUP-00337
Alpha Marine Limited,,India,,Repeat of row 29,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,alpha marine limited,SUP-00337
Megaa Moda Pvt. Ltd,,India,"megaa@megaa.in, ramalingam@megaa.in",https://www.megaa.in/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,megaa moda pvt ltd,SUP-02647
Heiploeg Seafood India Pvt Ltd,,India,"seetharam@heiploeg.in, sageev.s@heiploeg.in, vivek@heiploeg.in",https://www.heiploeggroup.com/en-us/company/heiploeg-companies/heiploeg-seafood-india,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,heiploeg seafood india pvt ltd,SUP-01873
IFB Agro Industries Limited,,India,"agro@ifbglobal.com, complianceifbagro@ifbglobal.com",https://www.ifbagro.in/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,ifb agro industries limited,SUP-01993
"M/s. Sagar Grandhi Exports PVT Ltd., Unit-II",,India,,Repeat of row 24,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,ms sagar grandhi exports pvt ltd unitii,SUP-02777
Kay Kay Exports,,India,,Repeat of row 25,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,kay kay exports,SUP-02271
VKM FOODS PRIVATE LIMITED,,India,,Repeat of row 26,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,vkm foods private limited,SUP-04452
GEO SEAFOODS,,India,,Repeat of row 27,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,geo seafoods,SUP-01617
S. A. Exports,,India,,Repeat of row 28,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,s a exports,SUP-03529
M/S Sharat lndustries Limited,,India,chennai@sharatindustries.com,https://sharatindustries.com/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,ms sharat lndustries limited,SUP-02781
Sandhya Marines Limited,,India,"email@sandhyamarines.com, sandhyamarines@yahoo.com",https://www.sandhyamarines.com/index.php,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,sandhya marines limited,SUP-03583
Seagull Maritime Exports Private Limited,,India,,Repeat of row 30,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,seagull maritime exports private limited,SUP-03642
Castlerock Fisheries PVT. LTD,,India,"info@castlerock.in, 
sales@castlerock.in,  haridas@castlerockgroup.in",https://www.castlerock.in/,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,castlerock fisheries pvt ltd,SUP-00893
Ram's Assorted Cold Storage Limited (Jagatsingpur),,India,,Repeat of row 64 & 133,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,rams assorted cold storage limited jagatsingpur,SUP-03408
Jagadeesh Marine Exports,,India,,Repeat of row 31,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,jagadeesh marine exports,SUP-02109
St. Peter & Paul Seafood Exports Pvt Ltd,,India,,Repeat of row 32,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,st peter  paul seafood exports pvt ltd,SUP-03942
M/S Albys Agro Pvt Ltd,,India,albysagro@gmail.com,no website,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,ms albys agro pvt ltd,SUP-02756
M/S Sreeragam Exports Private Limited,,India,"sreeji@sreeragamexports.com, info@sreeragamexports.com",website under process,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,ms sreeragam exports private limited,SUP-02784
Mourya Aquex Private Limited,,India,"An email Id was found-  gm@jmexports.com, but its address does not match with the company name.",no website,Frozen Shrimps,,,,,First contact: NaT | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,NaT,,,,mourya aquex private limited,SUP-02749
Jayalakshmi Sea Foods Pvt Ltd,,India,,Repeat of row 33,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,jayalakshmi sea foods pvt ltd,SUP-02127
"ITC – LIMITED, AGRI BUSINESS DIVISION",,India,,Repeat of row 70,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,itc  limited agri business division,SUP-02085
Eminent Seafoods Pvt Ltd,,India,"email Id were found-  evergreenexportsaj1@gmail.com, assasefaoods@gmail.com  but not confirmed...",no website,Frozen Shrimps,,,,,First contact: NaT | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,NaT,,,,eminent seafoods pvt ltd,SUP-01333
M/s Coastal Corporation Limited,,India,,Repeat of row 87,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,ms coastal corporation limited,SUP-02763
Accelerated Freeze Drying Company Limited (Unit-2),,India,,Repeat of row 61 & 62,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,accelerated freeze drying company limited unit2,SUP-00066
Devi Fisheries Limited,,India,,Repeat of row 80 & 104,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,devi fisheries limited,SUP-01176
Devi Seafood Limited,,India,,Repeat of row 99,Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,devi seafood limited,SUP-01182
CALCUTTA SEAFOODS PRIVATE LIMITED (Also known as Elque Group),,India,"csf@cal.vsnl.net.in,  sales@elquegroup.com, indra@elquegroup.com, elque@vsnl.net.in",http://www.elquegroup.com (Repeat of row 94),Frozen Shrimps,,,,,First contact: 2025-09-23 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-23 00:00:00,,,,calcutta seafoods private limited also known as elque group,SUP-00848
NEELI SEA FOODS PVT LIMITED,,India,neeliseafoods@gmail.com,no website,Frozen Shrimps,,,,,First contact: 2025-09-24 00:00:00 | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,Shrimp,,2025-09-24 00:00:00,,,,neeli sea foods pvt limited,SUP-02888
Chain of Custody (CoC) certification assures that ASC certified seafood delivered to supply chain actors originates from,,,,,Frozen Shrimps,,,,,First contact: NaT | Follow Up 1: NaT,NEW2025_Frozen Shrimps,2025,Active,,,,NaT,,,,chain of custody coc certification assures that asc certified seafood delivered to supply chain actors originates from,SUP-00926
"ABC President Indonesia, PT",,,,www.abcpresident.com,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,abc president indonesia pt,SUP-00055
ACA miniatur (Mitra Binaan Dinas Perindustrian dan Perdagangan Provinsi Jawa Timur,,,,https://disperindag.jatimprov.go.id/,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Handicraft Products,,,,,,aca miniatur mitra binaan dinas perindustrian dan perdagangan provinsi jawa timur,SUP-00062
"ADDA MITRA GLOBAL, PT",,,,adda-global.co.id,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Logistics,,,,,,adda mitra global pt,SUP-00095
"Adikarya, CV (Mitra Binaan Dinas Perindustrian dan Perdagangan Provinsi Jawa Timur)",,,,Not found,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Trend and Lifestyle Products,,,,,,adikarya cv mitra binaan dinas perindustrian dan perdagangan provinsi jawa timur,SUP-00101
"Adimulia Sarimas Indonesia, PT",,,,https://adimulia.com/,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,adimulia sarimas indonesia pt,SUP-00102
Adisty Batik (Mitra Binaan Dinas Koperasi Usaha Mikro Perindustrian dan Perdagangan Semarang),,,,Not found,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Batik,,,,,,adisty batik mitra binaan dinas koperasi usaha mikro perindustrian dan perdagangan semarang,SUP-00105
"AFAMEC GLOBAL EKSPOR, PT (Mitra Binaan Dinas Perdagangan Provinsi Sumatera Selatan)",,,,afameccoco.com,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,afamec global ekspor pt mitra binaan dinas perdagangan provinsi sumatera selatan,SUP-00119
"Agarwood East Borneo, PT (Mitra Binaan Export Kaltimpreneurs)",,,,Not found,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,agarwood east borneo pt mitra binaan export kaltimpreneurs,SUP-00138
"Agrapana Furniture, CV (Mitra Binaan Dinas Perindustrian dan Perdagangan Provinsi Jawa Tengah)",,,,Not found,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,"House Furniture, Interior Products",,,,,,agrapana furniture cv mitra binaan dinas perindustrian dan perdagangan provinsi jawa tengah,SUP-00146
"Agromina Biotechnology, PT",,,,agrominawicaksana.com,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Coffee,,,,,,agromina biotechnology pt,SUP-00235
"Aice Ice Cream Jatim Industry, PT",,,,www.aice.co.id,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Frozen Foodstuff,,,,,,aice ice cream jatim industry pt,SUP-00258
"Aida, CV (Mitra Binaan Dinas Perindustrian dan Perdagangan Provinsi Jawa Timur)",,,,aidafurniture.web.indotrading.com,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,"House Furniture, Interior Products",,,,,,aida cv mitra binaan dinas perindustrian dan perdagangan provinsi jawa timur,SUP-00259
"Airafood Sejahtera Bersama, PT (Mitra Binaan Kementerian Ekonomi Kreatif)",,,,www.airafood.com,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,airafood sejahtera bersama pt mitra binaan kementerian ekonomi kreatif,SUP-00260
Alamii Natura Sejahtera (Mitra Binaan Wonderful Indonesia),,,,alamiifood.com,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,alamii natura sejahtera mitra binaan wonderful indonesia,SUP-00289
"Alent (Mitra Binaan Dinas Koperasi, UMKM dan Perdagangan Kota Pangkalpinang)",,,,Not found,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,alent mitra binaan dinas koperasi umkm dan perdagangan kota pangkalpinang,SUP-00295
"Aloe Vera Indonesia, PT",,,,www.aloe-best.com,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Agriculture Product,,,,,,aloe vera indonesia pt,SUP-00331
ALRIAN SHOP. ALRIAN ART COLLECTION,,,,Not found,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,"Batik, Handicraft Products, Textile, Woven",,,,,,alrian shop alrian art collection,SUP-00343
"Aman Indah Makmur, PT",,,,aimindonesia.co.id,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,aman indah makmur pt,SUP-00354
"Amood Healthy Foods, PT (Mitra Binaan Kementerian Ekonomi Kreatif)",,,,amood.id,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,"Agriculture Product, Processed Food",,,,,,amood healthy foods pt mitra binaan kementerian ekonomi kreatif,SUP-00376
Andjani (Mitra Binaan Dinas Perdagangan Kota Semarang),,,,www.andjani.co.id,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Trend and Lifestyle Products,,,,,,andjani mitra binaan dinas perdagangan kota semarang,SUP-00404
"Andrawinatama Kerta Harja, PT (Mitra Binaan Kementerian Ekonomi Kreatif)",,,,"forestbubbledrink.com, andrawinatamakertaharja.web.indotrading.com",List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Beverage Product,,,,,,andrawinatama kerta harja pt mitra binaan kementerian ekonomi kreatif,SUP-00405
"Aneka Dasuib Jaya, PT",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,aneka dasuib jaya pt,SUP-00406
"Aneka Indomakmur, PT (AIM Biscuits)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,aneka indomakmur pt aim biscuits,SUP-00407
"Aneka Pangan International, PT (Mitra Binaan Indonesia International Trading, PT)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Coffee,,,,,,aneka pangan international pt mitra binaan indonesia international trading pt,SUP-00408
"Anindya Wiraputra Konsult, PT",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Professional Service,,,,,,anindya wiraputra konsult pt,SUP-00419
"Anugerah Alan Abadi, CV",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Agriculture Product,,,,,,anugerah alan abadi cv,SUP-00432
"Anugerah Nian Gemilang, CV",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,anugerah nian gemilang cv,SUP-00433
Anyaman Lestari (Mitra Binaan Dinas Perdagangan Koperasi dan UKM Kabupaten Kutai Barat),,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,,,,,,,anyaman lestari mitra binaan dinas perdagangan koperasi dan ukm kabupaten kutai barat,SUP-00435
Aquadreams Indonesia (Mitra Binaan Badan Karantina Indonesia),,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Fishery,,,,,,aquadreams indonesia mitra binaan badan karantina indonesia,SUP-00452
Aranjo Gula Aren (Mitra Binaan Dinas Koperasi UKM dan Perdagangan Kabupaten Purworejo),,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,aranjo gula aren mitra binaan dinas koperasi ukm dan perdagangan kabupaten purworejo,SUP-00461
"Arka Tama Indonesia, PT (Mitra Binaan Dinas Perdagangan Kabupaten Bekasi)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Spices,,,,,,arka tama indonesia pt mitra binaan dinas perdagangan kabupaten bekasi,SUP-00478
Asbag (Mitra Binaan Dinas Perdagangan Kota Semarang),,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,"Fashion Acccesories, Trend and Lifestyle Products",,,,,,asbag mitra binaan dinas perdagangan kota semarang,SUP-00501
Asia Pulp and Paper,,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,asia pulp and paper,SUP-00511
"Asli Pangan Indonesia, PT",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Coffee,,,,,,asli pangan indonesia pt,SUP-00514
"Astra Komponen Indonesia, PT (Mitra Binaan Dit. PEJPPK, Ditjen PEN Kemendag)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,astra komponen indonesia pt mitra binaan dit pejppk ditjen pen kemendag,SUP-00524
"Astra Otoparts Tbk, PT",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,astra otoparts tbk pt,SUP-00525
"Atourin Teknologi Nusantara, PT (Mitra Binaan Wonderful Indonesia)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Professional Service,,,,,,atourin teknologi nusantara pt mitra binaan wonderful indonesia,SUP-00539
"Attempe Healthy Natural, PT",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Agriculture Product,,,,,,attempe healthy natural pt,SUP-00543
"Awan Crackers Food Indonesia, PT (Mitra Binaan Kementerian Ekonomi Kreatif)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Processed Food,,,,,,awan crackers food indonesia pt mitra binaan kementerian ekonomi kreatif,SUP-00575
"Azra Sentosa Jaya, CV (Mitra Binaan Dinas Perdagangan Kota Balikpapan)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,,,,,,,azra sentosa jaya cv mitra binaan dinas perdagangan kota balikpapan,SUP-00584
Badan Karantina Indonesia,,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,,,,,,,badan karantina indonesia,SUP-00595
Badan Pengusahaan KPBPB Bintan Wilayah Kota Tanjung Pinang,,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Logistics,,,,,,badan pengusahaan kpbpb bintan wilayah kota tanjung pinang,SUP-00596
"Bali Ayu (Mitra Binaan Dinas Perindustrian dan Perdagangan Kabupaten Gianyar, Bali)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,bali ayu mitra binaan dinas perindustrian dan perdagangan kabupaten gianyar bali,SUP-00613
"Barokah Coco Indonesia, PT",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,barokah coco indonesia pt,SUP-00629
"Bara Coco Agronesia, PT (Mitra Binaan Dit. PEPP DJPEN Kemendag)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Manufactured Product,,,,,,bara coco agronesia pt mitra binaan dit pepp djpen kemendag,SUP-00627
"Batik Banava Nusantara, CV (Mitra Binaan Dinas Perindustrian dan Perdagangan Provinsi Sulawesi Tengah)",,,,,List of Exhibitors for Indonesi,,,,,,NEW2025_List of Exhibitors f,2025,Active,,Batik,,,,,,batik banava nusantara cv mitra binaan dinas perindustrian dan perdagangan provinsi sulawesi tengah,SUP-00640
