Date,Task,Company,Priority,Owner,Status,Deadline,Notes
9/19/2025,Completed Introductory mail to the initial list of suppliers of Instant Noodles,,,,,,
9/19/2025,Adding new suppliers to our list of Instant Noodles. Sent them Introductory mails as well,,,,,,
9/19/2025,Curate Linkedin Connectionns for Instant Noodles,,,,,,
9/19/2025,Curate Linkedin Connectionns for Shrimp,,,,,,
9/19/2025,Share Draft message for LinkedIn Instant Noodles,,,,,,
9/19/2025,Share Draft message for LinkedIn Shrimp,,,,,,
9/19/2025,Exchanged professional emails with prospective supplier.,,,,,,
9/19/2025,Searched and updated LinkedIn profiles of BRC-certified Instant Noodle suppliers.,,,,,,
9/19/2025,Working on finding websites & email ID's of prospective suppliers of shrimps,,,,,,
9/20/2025,Working on finding websites & email ID's of prospective suppliers of shrimps,,,,,,
9/22/2025,Updated BRC list of suppliers for Instant noodles & sent them Introductory mails as well,,,,,,
9/22/2025,write email to stan and company website to share the latest catalog,,,,,,
9/22/2025,Pull out details of The happy Elephant suppliers,,,,,,
9/22/2025,Sweet Potato Quotation by Kemet saved on drive,,,,,,
9/22/2025,New company given by Vandana,,,,,,
9/22/2025,send supplier checklist to urturns,,,,,,
9/22/2025,Coordinate with Lina for Anh's email,,,,,,
9/22/2025,Call with Philip and Shirali - 10:30 am to 11:00am,,,,,,
9/22/2025,Discussion with Shirali Madam and Madan regarding AI Tools,,,,,,
9/22/2025,Engaged in professional email communication with a prospective supplier regarding instant noodles.,,,,,,
9/23/2025,Identified key stakeholders from PT Indofoods on LinkedIn,,,,,,
9/23/2025,Shared LinkedIn message for outreach to key stakeholders in the Instant Noodles segment,,,,,,
9/23/2025,Discussion with Mohita regarding Process flow for Instant noodles,,,,,,
9/23/2025,Engaged in professional email communication with a prospective supplier regarding instant noodles.,,,,,,
9/23/2025,Introductory mail sent to suppliers of Frozen Shrimps,,,,,,
9/23/2025,Preparing a list of exhibitors for Trade Expo Indonesia 2025,,,,,,
9/24/2025,Preparing a list of exhibitors for Trade Expo Indonesia 2025,,,,,,
9/24/2025,Sent introductory mail to suppliers of Frozen Shrimps,,,,,,
9/24/2025,"Shared contract and addendum with a potential supplier of Instant noodles- Euro Food Service, Ukraine",,,,,,
9/24/2025,Follow up mail sent to a potential supplier of Instant noodles- Unifood Bulgaria,,,,,,
9/25/2025,Preparing a list of exhibitors for Trade Expo Indonesia 2025,,,,,,
9/25/2025,Send reminder emails to potential suppliers of Instant noodles,,,,,,
9/25/2025,write a reply to set up call with Georges,,,,,,
9/25/2025,Set up call with Kemet Farms,,,,,,
,"write to Max, telling him EEC will be present in the meeting for ease of communication and translation",,,,,,
,Reply to CG Corp for Juice brochure,,,,,,
9/25/2025,Coordination with Kemet farm,,,,,,
9/25/2025,Team Meeting - 11am-1pm,,,,,,
9/25/2025,coordination with Nissin Instant noodle company,,,,,,
9/25/2025,call with Team and Pee Embro 3.15 - 4.30pm,,,,,,
9/25/2025,sourced 7 new suppliers for Hotel and Hospital and sent intro email,,,,,,
9/25/2025,coordination with B&B,,,,,,
9/25/2025,Seggregation of Food & Beverages from Exhibitors in Trade Expo Indonesia 2025,,,,,,
9/25/2025,Team Meeting,,,,,,
9/26/2025,Seggregation of Food & Beverages from Exhibitors in Trade Expo Indonesia 2025,,,,,,
9/26/2025,Discussion with Madan,,,,,,
9/26/2025,Lidl docs to supplier saved in drive (Sama Agro and East African Grower),,,,,,
9/26/2025,added Fahad in all the suppliers group,,,,,,
9/26/2025,coodination with Sama Agro,,,,,,
9/26/2025,sama agro group created and coordination,,,,,,
9/26/2025,East african grower group created and coordination,,,,,,
9/26/2025,Frutas Para group created and coordination,,,,,,
9/26/2025,Coordination with Kemet farm,,,,,,
9/26/2025,coordination with Aarneea,,,,,,
9/26/2025,checked weekly report for supplier status,,,,,,
9/26/2025,follow up email to Thaipreeda Group for signed contract,,,,,,
9/26/2025,Follow up email to PTMonde Mahkota Biskuit for signed contract,,,,,,
9/26/2025,Checked past communication of Veera,,,,,,
9/26/2025,email reply to Suree foods,,,,,,
9/26/2025,docs saved in drive of suree foods,,,,,,
9/26/2025,New supplier sourcing for hospital and hotel linen,,,,,,
9/26/2025,Seggregation of Food & Beverages from Exhibitors in Trade Expo Indonesia 2025,,,,,,
9/27/2025,Seggregation of Food & Beverages from Exhibitors in Trade Expo Indonesia 2025,,,,,,
9/27/2025,Meeting with Shirali ma'am.,,,,,,
9/27/2025,Prepare a framework of CRM,,,,,,
9/27/2025,Prepared a comparative study of comparison of Buyer's requirements vs Indonissin for both products - Chicken & Veg,,,,,,
9/29/2025,Segregation of 106 Food & Beverage Exhibitors from Trade Expo Indonesia 2025,,,,,,
9/29/2025,New supplier sourcing for hospital and hotel linen - 5 new intro emails sent,,,,,,
9/29/2025,B&B checklist updated with Hospital details,,,,,,
9/29/2025,coordination with Nisin,,,,,,
9/29/2025,checklist for Paramont and email reply,,,,,,
9/29/2025,Email draft for Kevin supplier list,,,,,,
9/29/2025,follow up with Sama agro,,,,,,
9/29/2025,follow up frutas,,,,,,
9/29/2025,follow up with Kemet,,,,,,
9/29/2025,call with Shubham,,,,,,
9/29/2025,Intro email format changed in the drive of all the categories as instructed by Mohita,,,,,,
9/29/2025,follow up email to Shanghai Richfield Group,,,,,,
9/29/2025,follow up email to Entegre Food Inc.Co.,,,,,,
9/29/2025,Follow up email to Excel rice,,,,,,
9/29/2025,Follow up email to Hospitals and hotel supplier,,,,,,
9/29/2025,Sent Introductory mails to 25 potential suppliers (Snacks and Sweet Expo) Dubai-2025,,,,,,
9/29/2025,Sent Introductory mails to potential suppliers of Instant noodles,,,,,,
9/29/2025,Indonesia Expo Datasheet Curating,,,,,,
9/29/2025,ChatGPT + Email (supplier sourcing),,,,,,
9/29/2025,Engaged in professional email communication with a prospective supplier regarding instant noodles.,,,,,,
9/29/2025,Building CRM,,,,,,
9/30/2025,Send Yarn Supplier's List in Whatsapp Group,,,,,,
9/30/2025,Indonesia Expo Datasheet Curating,,,,,,
9/30/2025,"Premier Fine Linens checked the attached docs, saved in the drive and emailed a reply",,,,,,
9/30/2025,"Lisa email checked, docs saved in drive and reply for stationery",,,,,,
9/30/2025,Email reply to AKT textile,,,,,,
9/30/2025,supplier follow up,,,,,,
9/30/2025,New supplier sourcing for Hotel and hospitals,,,,,,
9/30/2025,checked old data of supplier listing whom we have sent contract but no response -- Total 16 supplier added for commodity,,,,,,
9/30/2025,email reply to kevin,,,,,,
9/30/2025,Follow up email to hospitals and hotel supplier,,,,,,
9/30/2025,supplier and buyer sheet updated,,,,,,
9/30/2025,Meeting with Shirali ma'am and Madan,,,,,,
9/30/2025,Response provided to Pee Empro,,,,,,
9/30/2025,"Followed up with reminder emails to suppliers who have not yet responded to the contracts shared earlier, requesting to schedule meetings for further discussion",,,,,,
9/30/2025,Meeting with Madan,,,,,,
9/30/2025,Sending reminder emails to potential suppliers of Instant noodles,,,,,,
10/1/2025,Meeting with Fahad and Mohita 10.30 - 11.15am,,,,,,
10/1/2025,checked old data of supplier listing whom we have sent contract but no response -,,,,,,
10/1/2025,New supplier sourcing for Hotel and hospitals,,,,,,
10/1/2025,docs saved drive for jindal textile and email reply,,,,,,
10/1/2025,checklist for Jindal textile,,,,,,
10/1/2025,"meeting and call with Fahad for a new inquiry, discussed and supplier website and sheet checking",,,,,,
10/1/2025,email reply to Suree international food,,,,,,
10/1/2025,coordination with Nissin,,,,,,
10/1/2025,veronicah docs saved in drive,,,,,,
10/1/2025,remidner sent to Parmont,,,,,,
10/1/2025,follow-up email to CG group for signed contract,,,,,,
10/1/2025,Edit hotel specs,,,,,,
10/1/2025,messaged to EAG/ SAMA AGRO/FRUTAS for meeting,,,,,,
10/1/2025,emails to sent for new bed linen and bath towels,,,,,,
10/1/2025,email reply to BKS Fabric,,,,,,
10/1/2025,supplier and buyer sheet updated,,,,,,
10/1/2025,Tak tracker sheet update,,,,,,
10/1/2025,email reply to CG group,,,,,,
10/1/2025,Email reply to Juergen and Kevin,,,,,,
10/1/2025,Call with Fahad and Vandana ( 10:30 am - 11: 15 am),,,,,,
10/1/2025,Tiana's story flipping book,,,,,,
10/1/2025,Draft email for Rochelle,,,,,,
10/1/2025,Draft email for Shoaib,,,,,,
10/1/2025,Spoke to CA with regards to salary for August,,,,,,
10/1/2025,Email sent to Grishma for Radio Contact,,,,,,
10/1/2025,Sent message to Seema(Masina). No response yet,,,,,,
10/1/2025,Update task tracker,,,,,,
10/1/2025,Update weekly report on daily basis,,,,,,
10/1/2025,Explain Fahad about product information sheet and saving files on Google drive,,,,,,
10/1/2025,Check number for the bulgarian noodle company,,,,,,
10/1/2025,Follow up email sent to Tushar Tyagi ( Notto IT dept),,,,,,
10/1/2025,Pamphalets for Skin'd,,,,,,
10/1/2025,PPT for EEC - 1st Draft,,,,,,
10/1/2025,Indonesia Expo supplier's data curation,,,,,,
10/1/2025,3rd Blog for Skin'd Website - Draft,,,,,,
10/1/2025,Meeting with Fahad,,,,,,
10/1/2025,"Updated details in Google sheet ""New potential Companies"" for Instant noodles & ""New Product Information"" about Hotel Textiles",,,,,,
10/1/2025,Meeting with Madan,,,,,,
10/1/2025,Whatsapp call and message done to a potential supplier of Instant noodles,,,,,,
10/1/2025,Meeting with Vandana ji and Mohita,,,,,,
10/1/2025,"Followed up with reminder emails to suppliers who have not yet responded to the contracts shared earlier, requesting to schedule meetings for further discussion",,,,,,
10/1/2025,Prepared details of suppliers as per the hotel specs with Vandana Ji,,,,,,
10/1/2025,Updated email ID of all the potential suppliers for hospital textiles & uploaded the sheet in the Google drive,,,,,,
10/1/2025,Sending reminder emails to potential suppliers of Instant noodles,,,,,,
10/2/2025,Email reply to B&B,,,,,,
10/2/2025,Email reply to CG Group,,,,,,
10/2/2025,Email reply to Oasis,,,,,,
10/2/2025,Email reply to Veera,,,,,,
10/2/2025,Email reply to Lisa,,,,,,
10/3/2025,email reply to Karthik,,,,,,
10/3/2025,Email reply to Theni Guru Krishna Textile Mills Pvt Ltd,,,,,,
10/3/2025,Email reply to Lisa,,,,,,
10/3/2025,Email reply to Shafia Honey,,,,,,
10/3/2025,Email to Kevin for Shafia Honey,,,,,,
10/3/2025,Email reply to Vetha,,,,,,
10/3/2025,Email reply to CG group,,,,,,
10/3/2025,Email reply to Oasis,,,,,,
10/3/2025,Follow up email to Neeraj,,,,,,
10/3/2025,Follow up message to Kemet,,,,,,
10/3/2025,Follow-up email to Vetha for Bath and bed linen inquiry,,,,,,
10/3/2025,Follow-up email to JVS for Bath and bed linen inquiry,,,,,,
10/3/2025,Follow-up email to Parmeshwari for Bath and bed linen inquiry,,,,,,
10/3/2025,Follow-up email to SKD for Bath and bed linen inquiry,,,,,,
10/3/2025,supplier & buyer sheet update,,,,,,
10/3/2025,Checklist making of Theni Guru Krishna Textile Mills Pvt Ltd,,,,,,
10/3/2025,Docs checked and saved in drive for Theni Guru Krishna Textile Mills Pvt Ltd,,,,,,
10/3/2025,New supplier sourcing for Hotel and hospitals,,,,,,
10/3/2025,Update email tracking sheet,,,,,,
10/3/2025,update task tracker,,,,,,
10/3/2025,meeting with Fahad for weekly reports,,,,,,
10/3/2025,call with Fahad for weekly reports,,,,,,
10/3/2025,Call with Mohita for weekly report,,,,,,
10/3/2025,Sent follow up emails to potential suppliers of Instant Noodles (including BRC),,,,,,
10/3/2025,Whatsapp message sent to a new potential supplier of Instant noodles & shared Introductory mail with her as well,,,,,,
10/3/2025,Prepared weekly report,,,,,,
10/3/2025,Meeting with Shirali ma'am.,,,,,,
10/3/2025,Updated the new master sheet of Skin'd,,,,,,
10/3/2025,Follow up email to Dr. Anamika Chauhan (DTU),,,,,,
10/3/2025,Follow up to Christ University,,,,,,
10/3/2025,Follow up to Prof Prasanna,,,,,,
10/3/2025,New video skin'd update in Brochure and Website,,,,,,
10/3/2025,Converted Plastic Surgeons emails in HTML Tags,,,,,,
10/3/2025,Build automation Template for bulk email for Plastic Surgeons,,,,,,
10/4/2025,Worked on List of Indonesia Expo,,,,,,
10/4/2025,Meeting with Shirali ma'am and Fahad,,,,,,
10/4/2025,"Responded to potential suppliers for pillowcases, flat sheets and bath towels",,,,,,
10/4/2025,Meeting with Shirali ma'am and Madan,,,,,,
10/6/2025,Blog 3 - sent it in the group for review,,,,,,
10/6/2025,Plastic Surgeons list,,,,,,
10/6/2025,October Schedule,,,,,,
10/6/2025,Meeting with the team,,,,,,
10/6/2025,Updated skin'd master list,,,,,,
10/6/2025,Meeting with Team,,,,,,
10/6/2025,"supplier & buyer updates summarised and added in the sheet for Veena rice, farmica, Kemet, Shubam, Aarneea, Arshad, Ahmed Mill, Veera",,,,,,
10/6/2025,Sales inbox emails replied,,,,,,
10/6/2025,contract sent to Pee Empro,,,,,,
10/6/2025,meeting with Ma'am/ Mohiita,,,,,,
10/6/2025,email sent to Jessie,,,,,,
10/6/2025,Meeting link shared with Binh Tay,,,,,,
10/6/2025,Meeting with team,,,,,,
10/6/2025,Mail revert sent to a potential supplier of Bath and bed linen inquiry,,,,,,
10/6/2025,Updating Google sheets so that the details can be extrapolated in CRM,,,,,,
10/7/2025,Meeting with Binh Tay and EEC team,,,,,,
10/7/2025,Sales inbox emails repled,,,,,,
10/7/2025,email task tracker update,,,,,,
10/7/2025,product detail sheet for wheat,,,,,,
10/7/2025,checking the supplier catalogue for wheat product,,,,,,
10/7/2025,Checking offersheet for hotel inquiry with ma'am,,,,,,
10/7/2025,Coordination with Vina rice for email,,,,,,
10/7/2025,Contarct shared with Binh Tay,,,,,,
10/7/2025,"prepared contract for Theni Gurukrishna Textile Mills P ltd, Theni.and shared",,,,,,
10/7/2025,follow up with kemet farm,,,,,,
10/7/2025,follow up with Veera,,,,,,
10/7/2025,coordination with Binh Tay on whatsapp,,,,,,
10/7/2025,Follow up email to Balraj for hotel inquiry prices,,,,,,
10/7/2025,Follow-up email to Veera for hotel inquiry prices,,,,,,
10/7/2025,Follow up email to CG group,,,,,,
10/7/2025,Call with CG Group,,,,,,
10/7/2025,Veera prices checking,,,,,,
10/7/2025,supplier and buyer sheet updated,,,,,,
10/7/2025,Task tracker sheet updated,,,,,,
10/7/2025,Meeting with Binh Tay 10: 30 am to 11: 15 am,,,,,,
10/7/2025,Update Supplier Onboarding email,,,,,,
9/18/2025,Updated my Linkedin Profile,,Urgent,Fahad,Completed,,
9/18/2025,Updated my Linkedin Profile,,Urgent,Fahad,Completed,,
9/18/2025,Preparing a list of exhibitions in Pan India,,Urgent,Fahad,Completed,,
9/18/2025,Sharing Google Drive info with Fahad,,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,Mail Vikram with Onions and Textile Company queries,,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,Send contract to PeeEmpro,,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,Make Vegetable Suppliers Summary,,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,Make East African Growers Presentation,,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,Send reminder email to CG Corp(Georges),,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,pull out tech pack for Apparels,,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,Enquire Kevin about Shafia food company,,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,Reply to shafia food company,,Urgent,Mohita Vadrevu,Completed,,
9/18/2025,Shared a list of potential vendors who provide CRM software along with their contact details and costing,,Urgent,Fahad,Completed,,
9/18/2025,Shared Introductory mail to various suppliers of Instant Noodles,,Urgent,Fahad,Completed,,
9/19/2025,Luis Maintenance bills payment,,Urgent,Mohita Vadrevu,Completed,,
9/19/2025,Weekly report,,Urgent,Mohita Vadrevu,Completed,,
9/19/2025,Reminder to Monde Biskut,,Urgent,Mohita Vadrevu,Completed,,
9/19/2025,Reminder to 1000 Farms ( Coconut products),,Urgent,Mohita Vadrevu,Completed,,
9/19/2025,Look at shrimp suppliers from India - ASC certified Suppliers updated in the sheet,,Urgent,Mohita Vadrevu,In progress,,
9/19/2025,Make drafts for emails to be sent to shrimp suppliers,,Urgent,Mohita Vadrevu,Completed,,
9/19/2025,Email sent to Filip for Aarneea Foods LLP,,Urgent,Mohita Vadrevu,Completed,,
9/19/2025,Email to Dan for Sports Category,,Urgent,Mohita Vadrevu,In progress,,
9/19/2025,Completed Introductory mail to the initial list of suppliers of Instant Noodles,,Urgent,Fahad,Completed,,
9/19/2025,Adding new suppliers to our list of Instant Noodles. Sent them Introductory mails as well,,Urgent,Fahad,Completed,,
9/19/2025,Curate Linkedin Connectionns for Instant Noodles,,Urgent,Fahad,,,
9/19/2025,Curate Linkedin Connectionns for Shrimp,,Urgent,Fahad,,,
9/19/2025,Share Draft message for LinkedIn Instant Noodles,,Urgent,Fahad,,,
9/19/2025,Share Draft message for LinkedIn Shrimp,,Urgent,Fahad,,,
9/19/2025,Exchanged professional emails with prospective supplier.,,Urgent,Fahad,In progress,,
9/19/2025,Searched and updated LinkedIn profiles of BRC-certified Instant Noodle suppliers.,,Urgent,Fahad,In progress,,
9/19/2025,Working on finding websites & email ID's of prospective suppliers of shrimps,,Urgent,Fahad,In progress,,
9/20/2025,Working on finding websites & email ID's of prospective suppliers of shrimps,,Urgent,Fahad,Completed,,
9/22/2025,Updated BRC list of suppliers for Instant noodles & sent them Introductory mails as well,,Urgent,Fahad,Completed,,
9/22/2025,write email to stan and company website to share the latest catalog,,Urgent,Mohita Vadrevu,Completed,,
9/22/2025,Pull out details of The happy Elephant suppliers,,Urgent,Mohita Vadrevu,Completed,,
9/22/2025,Sweet Potato Quotation by Kemet saved on drive,,Urgent,Mohita Vadrevu,Completed,,
9/22/2025,New company given by Vandana,,Urgent,Mohita Vadrevu,Not started,,
9/22/2025,send supplier checklist to urturns,,Urgent,Mohita Vadrevu,Not started,,
9/22/2025,Coordinate with Lina for Anh's email,,,,,,
9/22/2025,Call with Philip and Shirali - 10:30 am to 11:00am,,,,,,
9/22/2025,Discussion with Shirali Madam and Madan regarding AI Tools,,Urgent,Fahad,Completed,,
9/22/2025,Engaged in professional email communication with a prospective supplier regarding instant noodles.,,Urgent,Fahad,Completed,,
9/23/2025,Identified key stakeholders from PT Indofoods on LinkedIn,,Urgent,Fahad,Completed,,
9/23/2025,Shared LinkedIn message for outreach to key stakeholders in the Instant Noodles segment,,Urgent,Fahad,Completed,,
9/23/2025,Discussion with Mohita regarding Process flow for Instant noodles,,Urgent,Fahad,Completed,,
9/23/2025,Engaged in professional email communication with a prospective supplier regarding instant noodles.,,Urgent,Fahad,Completed,,
9/23/2025,Introductory mail sent to suppliers of Frozen Shrimps,,Urgent,Fahad,In progress,,
9/23/2025,Preparing a list of exhibitors for Trade Expo Indonesia 2025,,Urgent,Fahad,In progress,,
9/24/2025,Preparing a list of exhibitors for Trade Expo Indonesia 2025,,Urgent,Fahad,In progress,,
9/24/2025,Sent introductory mail to suppliers of Frozen Shrimps,,Urgent,Fahad,Completed,,
9/24/2025,"Shared contract and addendum with a potential supplier of Instant noodles- Euro Food Service, Ukraine",,Urgent,Fahad,Completed,,
9/24/2025,Follow up mail sent to a potential supplier of Instant noodles- Unifood Bulgaria,,Urgent,Fahad,Completed,,
9/25/2025,Preparing a list of exhibitors for Trade Expo Indonesia 2025,,Urgent,Fahad,Completed,,
9/25/2025,Send reminder emails to potential suppliers of Instant noodles,,Urgent,Fahad,In progress,,
9/25/2025,write a reply to set up call with Georges,,Urgent,Mohita Vadrevu,,,
9/25/2025,Set up call with Kemet Farms,,Urgent,Mohita Vadrevu,,,
,"write to Max, telling him EEC will be present in the meeting for ease of communication and translation",,Urgent,Mohita Vadrevu,,,
,Reply to CG Corp for Juice brochure,,Urgent,Mohita Vadrevu,,,
9/25/2025,Coordination with Kemet farm,,Urgent,Vandana,Completed,,
9/25/2025,Team Meeting - 11am-1pm,,Urgent,Vandana,Completed,,
9/25/2025,coordination with Nissin Instant noodle company,,Urgent,Vandana,Completed,,
9/25/2025,call with Team and Pee Embro 3.15 - 4.30pm,,Urgent,Vandana,Completed,,
9/25/2025,sourced 7 new suppliers for Hotel and Hospital and sent intro email,,Urgent,Vandana,Completed,,
9/25/2025,coordination with B&B,,Urgent,Vandana,Completed,,
9/25/2025,Seggregation of Food & Beverages from Exhibitors in Trade Expo Indonesia 2025,,Urgent,Fahad,In progress,,
9/25/2025,Team Meeting,,Urgent,Fahad,Completed,,
9/26/2025,Seggregation of Food & Beverages from Exhibitors in Trade Expo Indonesia 2025,,Urgent,Fahad,In progress,,
9/26/2025,Discussion with Madan,,,Fahad,Completed,,
9/26/2025,Lidl docs to supplier saved in drive (Sama Agro and East African Grower),,Urgent,Vandana,Completed,,
9/26/2025,added Fahad in all the suppliers group,,Urgent,Vandana,Completed,,
9/26/2025,coodination with Sama Agro,,Urgent,Vandana,Completed,,
9/26/2025,sama agro group created and coordination,,Urgent,Vandana,Completed,,
9/26/2025,East african grower group created and coordination,,Urgent,Vandana,Completed,,
9/26/2025,Frutas Para group created and coordination,,Urgent,Vandana,Completed,,
9/26/2025,Coordination with Kemet farm,,Urgent,Vandana,Completed,,
9/26/2025,coordination with Aarneea,,Urgent,Vandana,Completed,,
9/26/2025,checked weekly report for supplier status,,Urgent,Vandana,Completed,,
9/26/2025,follow up email to Thaipreeda Group for signed contract,,Urgent,Vandana,Completed,,
9/26/2025,Follow up email to PTMonde Mahkota Biskuit for signed contract,,Urgent,Vandana,Completed,,
9/26/2025,Checked past communication of Veera,,Urgent,Vandana,Completed,,
9/26/2025,email reply to Suree foods,,Urgent,Vandana,Completed,,
9/26/2025,docs saved in drive of suree foods,,Urgent,Vandana,Completed,,
9/26/2025,New supplier sourcing for hospital and hotel linen,,Urgent,Vandana,In progress,,
9/26/2025,Seggregation of Food & Beverages from Exhibitors in Trade Expo Indonesia 2025,,Urgent,Fahad,In progress,,
9/27/2025,Seggregation of Food & Beverages from Exhibitors in Trade Expo Indonesia 2025,,Urgent,Fahad,In progress,,
9/27/2025,Meeting with Shirali ma'am.,,Urgent,Madan,Completed,,
9/27/2025,Prepare a framework of CRM,,Urgent,Madan,Completed,,
9/27/2025,Prepared a comparative study of comparison of Buyer's requirements vs Indonissin for both products - Chicken & Veg,,Urgent,Fahad,Completed,,
9/29/2025,Segregation of 106 Food & Beverage Exhibitors from Trade Expo Indonesia 2025,,Urgent,Fahad,Completed,,
9/29/2025,New supplier sourcing for hospital and hotel linen - 5 new intro emails sent,,Urgent,Vandana,Completed,,
9/29/2025,B&B checklist updated with Hospital details,,Urgent,Vandana,Completed,,
9/29/2025,coordination with Nisin,,Urgent,Vandana,Completed,,
9/29/2025,checklist for Paramont and email reply,,Urgent,Vandana,Completed,,
9/29/2025,Email draft for Kevin supplier list,,Urgent,Vandana,Completed,,
9/29/2025,follow up with Sama agro,,Urgent,Vandana,Completed,,
9/29/2025,follow up frutas,,Urgent,Vandana,Completed,,
9/29/2025,follow up with Kemet,,Urgent,Vandana,Completed,,
9/29/2025,call with Shubham,,Urgent,Vandana,Completed,,
9/29/2025,Intro email format changed in the drive of all the categories as instructed by Mohita,,Urgent,Vandana,Completed,,
9/29/2025,follow up email to Shanghai Richfield Group,,Urgent,Vandana,Completed,,
9/29/2025,follow up email to Entegre Food Inc.Co.,,Urgent,Vandana,Completed,,
9/29/2025,Follow up email to Excel rice,,Urgent,Vandana,Completed,,
9/29/2025,Follow up email to Hospitals and hotel supplier,,Urgent,Vandana,Completed,,
9/29/2025,Sent Introductory mails to 25 potential suppliers (Snacks and Sweet Expo) Dubai-2025,,Urgent,Fahad,Completed,,
9/29/2025,Sent Introductory mails to potential suppliers of Instant noodles,,Urgent,Fahad,Completed,,
9/29/2025,Indonesia Expo Datasheet Curating,,Urgent,Madan,Completed,,
9/29/2025,ChatGPT + Email (supplier sourcing),,Urgent,Madan,Completed,,
9/29/2025,Engaged in professional email communication with a prospective supplier regarding instant noodles.,,Urgent,Fahad,Completed,,
9/29/2025,Building CRM,,Urgent,Madan,Completed,,
9/30/2025,Send Yarn Supplier's List in Whatsapp Group,,Urgent,Madan,Completed,,
9/30/2025,Indonesia Expo Datasheet Curating,,Urgent,Madan,Completed,,
9/30/2025,"Premier Fine Linens checked the attached docs, saved in the drive and emailed a reply",,Urgent,Vandana,Completed,,
9/30/2025,"Lisa email checked, docs saved in drive and reply for stationery",,Urgent,Vandana,Completed,,
9/30/2025,Email reply to AKT textile,,Urgent,Vandana,Completed,,
9/30/2025,supplier follow up,,Urgent,Vandana,Completed,,
9/30/2025,New supplier sourcing for Hotel and hospitals,,Urgent,Vandana,Not started,,
9/30/2025,checked old data of supplier listing whom we have sent contract but no response -- Total 16 supplier added for commodity,,Urgent,Vandana,In progress,,
9/30/2025,email reply to kevin,,Urgent,Vandana,Completed,,
9/30/2025,Follow up email to hospitals and hotel supplier,,Urgent,Vandana,Completed,,
9/30/2025,supplier and buyer sheet updated,,Urgent,Vandana,Completed,,
9/30/2025,Meeting with Shirali ma'am and Madan,,Urgent,Fahad,Completed,,
9/30/2025,Response provided to Pee Empro,,Urgent,Fahad,Completed,,
9/30/2025,"Followed up with reminder emails to suppliers who have not yet responded to the contracts shared earlier, requesting to schedule meetings for further discussion",,Urgent,Fahad,Completed,,
9/30/2025,Meeting with Madan,,Urgent,Fahad,Completed,,
9/30/2025,Sending reminder emails to potential suppliers of Instant noodles,,Urgent,Fahad,In progress,,
10/1/2025,Meeting with Fahad and Mohita 10.30 - 11.15am,,Urgent,Vandana,Completed,,
10/1/2025,checked old data of supplier listing whom we have sent contract but no response -,,Urgent,Vandana,Not started,,
10/1/2025,New supplier sourcing for Hotel and hospitals,,Urgent,Vandana,Not started,,
10/1/2025,docs saved drive for jindal textile and email reply,,Urgent,Vandana,Completed,,
10/1/2025,checklist for Jindal textile,,Urgent,Vandana,Completed,,
10/1/2025,"meeting and call with Fahad for a new inquiry, discussed and supplier website and sheet checking",,Urgent,Vandana,Completed,,
10/1/2025,email reply to Suree international food,,Urgent,Vandana,Completed,,
10/1/2025,coordination with Nissin,,Urgent,Vandana,Completed,,
10/1/2025,veronicah docs saved in drive,,Urgent,Vandana,Completed,,
10/1/2025,remidner sent to Parmont,,Urgent,Vandana,Completed,,
10/1/2025,follow-up email to CG group for signed contract,,Urgent,Vandana,Completed,,
10/1/2025,Edit hotel specs,,Urgent,Vandana,Completed,,
10/1/2025,messaged to EAG/ SAMA AGRO/FRUTAS for meeting,,Urgent,Vandana,Completed,,
10/1/2025,emails to sent for new bed linen and bath towels,,Urgent,Vandana,Completed,,
10/1/2025,email reply to BKS Fabric,,Urgent,Vandana,Completed,,
10/1/2025,supplier and buyer sheet updated,,Urgent,Vandana,Completed,,
10/1/2025,Tak tracker sheet update,,Urgent,Vandana,Completed,,
10/1/2025,email reply to CG group,,Urgent,Vandana,Completed,,
10/1/2025,Email reply to Juergen and Kevin,,,Mohita Vadrevu,Completed,,
10/1/2025,Call with Fahad and Vandana ( 10:30 am - 11: 15 am),,,Mohita Vadrevu,Completed,,
10/1/2025,Tiana's story flipping book,,,Mohita Vadrevu,Completed,,
10/1/2025,Draft email for Rochelle,,,Mohita Vadrevu,Completed,,
10/1/2025,Draft email for Shoaib,,,Mohita Vadrevu,Completed,,
10/1/2025,Spoke to CA with regards to salary for August,,,Mohita Vadrevu,Completed,,
10/1/2025,Email sent to Grishma for Radio Contact,,,Mohita Vadrevu,Completed,,
10/1/2025,Sent message to Seema(Masina). No response yet,,,Mohita Vadrevu,Completed,,
10/1/2025,Update task tracker,,,Mohita Vadrevu,Completed,,
10/1/2025,Update weekly report on daily basis,,,Mohita Vadrevu,Completed,,
10/1/2025,Explain Fahad about product information sheet and saving files on Google drive,,,Mohita Vadrevu,Completed,,
10/1/2025,Check number for the bulgarian noodle company,,,Mohita Vadrevu,Completed,,
