"RAW CONSOLIDATED BACKUP  |  5,864 RECORDS  |  All source data preserved",,,,,,,,
Company Name,City,Country,Email,Website,Product Category,Certifications,Full Address,Products
INFINITE ONLINE SHOPPING (P) LTD,,7133500,,,Pulses,,,COW PEA (VIGNA UNGUICULATA)
info@aadinathagro.com,,Thailand,thongpoonfood@gmail.com,https://www.thongpoonfood.com/,Anuga - India,,,Dried Fruit
"Ingredients Distribution Int’l, LLC",,USA,sales@Nutrin.com,http://peanutflourtestsite.com/about,Nuts List,,,Peanuts
Ingredients Plus Distribution Inc.,Port Coquitlam,Canada,,,Dried Fruits,Storage and Distribution,,
Inis International,,Korea,jaykim@eatsbeauty.com,www.eatsbeauty.com,Anuga - India,,,"Konjac Jelly, Diet Food,"
"Inno Foods, Inc.",Langley,Canada,,,Dried Fruits,Gluten-Free,,
INNOVACION NACIONAL S.A.,,Peru,,no website,Quinoa -Nov24,,,
INSIGHT FOOD INDIA,,,,,Mix New Nov 24,,,
INSIGHT FOODS,,India,,,Peanuts Butter,,,PEANUTS BUTTER
Instantia Costa Rica S.A,,Costa Rica,,,Sugar,certifications not received,,Dried Fruits
Instaveg Ltd,,Kenya,,,Macadamia Nut jan 25,,,
Integrated Trading Colors,,India,,,Food Additives,certifications not received,,Food Colors
Integrity Foods Ltd,Spalding,United Kingdom,,,Dried Fruits,Agents and Brokers,,
INTERAMSA COMERCIAL S.A.C.,,Peru,,furniture,Quinoa -Nov24,,,
"INTERCHINA MANAGEMENT (VIET NAM) CO., LTD",,Vietnam,,,Signed Contract,,,Sports Wear
INTERLOOM,,,no email,,Peru List sent by J,"GLOBAL GAP, GRASP,BRC",,"quinoa, chia seeds, brazil nuts, fresh fruits and vegetables"
InterMarket India Private Limited,,India,sales@intermarket.co.in,https://www.intermarket.co.in/,Hospital  Textiles,,,
Internatinal Shrimp export,,Bangladesh,seafoodinternationalkln03@gmail.com,https://internationalshrimpsexport.com/,Shrimps,,,Shrimp
International Feed Corporation,,,no email id,https://www.internationalfeed.com/,WHITE CORN MAIZE,,"2500 Shadywood Road - Suite 300, Excelsior, MN 55331 USA",
INTERNATIONAL FREEZFISH EXPORTS,,India,,website not available,Shrimps,,,
International Fresh Guacamole S. de R.L. de C.V.,,Mexico,arely.flores@ifguacamole.com,https://ifreshguacamole.com/,Avocado-Nov 24,,,
"International Rice & Products Co.,Ltd.",,Thailand,,,Rice list,,,
International Shrimp Export (Pvt.) Ltd.,,Bangladesh,email not available,website not avilable,Shrimps,,,not available
INTERSNACK CASHEW INDIA PRIVATE LIMITED,,India,,,Nuts List,,,
Intersnack Nederland B.V.,HARDINXVELD,Netherlands,,,Dried Fruits,Food,,
Intersnack Switzerland Ltd.,,Switzerland,,,Aldi List - Nuts,,,
Interweave Healthcare,,United Kingdom,sales@interweavetextiles.com,https://www.interweavetextiles.com,Hospital Textiles,,,"Scrubs, gowns, bed linen, patient handling textiles"
INTIMEX FOOD JOINT STOCK COMPANY,,Vietnam,intimexhcm@intimexhcm.com,https://intimexgroup.com/en/home-page-en-2/,Rice list,,,"Pepper, Cashew, Rice"
Intimex Group Joint Stock Company,,,,,Cashew 25,,,
IPL - Telford Division,,United Kingdom,,,Dried Fruits List,,,Importer and distributor of grain and spices  products
Iqbal Rice Mills (PVT.) Limited,,Pakistan,,,Rice list,,,
IQF del Perú SA,,,contacto@iqfperu.com,,Peru List sent by J,NO CERTIFICATIONS,,FRESH AND FROZEN FRUITS AND VEGETABLES
IRCA - VIA GRAN BRETAGNA,,Italy,not available,https://www.ircagroup.com/,Nuts List,,,
Ireco Trading & Production SA,,Luxembourg,,,Aldi List - Nuts,,,
Irupana Andean Organic Food Sa,,Bolivia,rupana.export@irupanabio.com,https://irupanabio.com/,Quinoa -Nov24,,,
ISAU,,Brazil,isau@isau.com.br,https://isau.com.br/en/,Orange Juice  & Concentrate,,,Organe Concentrated
Ishka Renewable Farms Pvt Ltd,,,feedback@ishkafarms.com,https://ishkafarms.com/,Ground Spices,,"Door no 6/220, Survey # 37/5, Niravi Pudhupatti Village,Ettayapuram Taluk,Tuticorin District,Tamil Nadu 628902, India",
Ishtikapuri Foods Private Limited,,India,rishabhbansal20@gmail.com,no website,Instant Noodles,,,INSTANT NOODLES
IŞIK TARIM,,Turkey,Not given,https://www.isiktarim.com/,Dried Fruits & Nuts,,"Ören 75. Yıl Cumhuriyet Mah. Ova Sk. No:9 35733 Kemalpaşa, IZMIR / TURKEY","Dried Date
prunes"
ISIK TARIM A.S,,Türkiye,,,Red lentils Nov24,,,
IŞIK TARIM ÜRÜNLERİ SAN. VE TİC. A.Ş,,Turkey,marketing@isiktarim.com,https://www.isiktarim.com/,Dried Fruits List,,,Dried Fruits
Işık Tarım Logo,,,emai not given,https://www.isiktarim.com/our-company/about-us.php,Hazelnuts,,"Ören 75. Yıl Cumhuriyet Mah. Ova Sk. No:9 35733 Kemalpaşa, IZMIR / TURKEY",Hazelnuts
Işık Tarım Ürünleri Sanayi ve Ticaret A.Ş. - Merkez Kemalpaşa,Merkez Kemalpaşa,Turkey,,,Dried Fruits,Food,,
"Island Snacks, Inc.",Buena Park,USA,,,Dried Fruits,Food,,
"Ismail Enterprises, Kilikollur",,,,,Cashew supplier for Middle Eas,,,
ISTANBUL FINDIK’s,,,info@istanbulfindik.com.tr,https://www.istanbulfindik.com.tr/eng/iletisim.html,Hazelnuts,,"Rasimpaşa Mah. Atatürk Bulvarı 
No: 69/A - 54300 Hendek / SAKARYA",Hazelnuts
Italiana Confetti,,Italy,,not available,Nuts List,,,
"ITC - Limited, Agri Business Division (Aparna Marine Exports)",,India,"contactus@itc.in, info@itc.in,  sales@itclabs.com,tirumala.devi@itc.in",https://itcportal.com/itc-businesses/agri-business.html,Frozen Shrimps,,,Shrimp
"ITC - Limited, Agri Business Division (Aparna Marine Exports) ASC-C-43639 0 ""Whiteleg shrimp",,,,,ASC Shrimp,,,
"ITC – LIMITED, AGRI BUSINESS DIVISION",,India,,Repeat of row 70,Frozen Shrimps,,,Shrimp
ITC Limited,,Indonesia,,,Instant Noodles,,,
Itc Nuts Company,,USA,cinarogluft@gmail.com,https://www.itcnuts.com/,Almonds - Ruchita,,GAZİANTEP TURKEY,Nuts
ITC Spices Processing Facility - G3,,India,,,Spices,,,
ITN GROUP,,,office@itn.rs,,SIAL FROZEN FOOD,,,"frozen food solutions (fruit, vegetables, etc.)"
iTreat Grocers LLP,,India,info@indiantreat.com,https://www.indiantreat.in/,Rice list,,,"Basmati Rice, Parboiled Rice, White Rice"
IVOIRIENNE DE NOIX DE CAJOU,,Cote D'Ivoire,info@cashewcoast.com,https://cashewcoast.com/,Cashew Nov 24,,,
IVOIRIENNE DE NOIX DE CAJOU S.A,,Cote D'Ivoire,info@inc.africa,,Cashew Nov 24,,,
IVORY CASHEW NUTS,,Cote D'Ivoire,info@ivorycashew.com,https://www.ivorycashew.com/,Cashew Nov 24,,,
IVORY MACADAMIAS,,South Africa,,https://ivorymacs.co.za/,BRC Macadamia,,,Macadamia Nuts
Ivory Macadamias (Pty) Ltd,,South Africa,"charmaine@ivorymacs.co.za
quality@ivorymacs.co.za
sales@ivorymacadamias.co.za",https://ivorymacs.co.za/,BRC Macadamia,BRC,,Macadamia Nuts
IZMIR  ORGANIC,,Turkey,info@izmir-organic.com,https://izmir-organic.com/,Dried Fruits & Nuts,,,DRIED FRUITS AND NUTS
IZMIR ORGANIC,,Türkiye,,,Red lentils Nov24,,,
İzmir Organik Meyvecilik Tic. Ve San. Ltd. Şti.,Izmir,Turkey,,,Dried Fruits,Food,,
J M ENTERPRISE,,713,,,Pulses,,,LENTILS
J O Sims Ltd - Spalding,Spalding,United Kingdom,,,Dried Fruits,Food,,
J. W. Renfroe Pecan Co.,,Georgia,ghpecan@cs.com,,Pecan Nuts,,"P. O. Box 721 Nashville, Georgia 31639",Pecan Product
J.A. Fernandes Cereais Ltda,,Brazil,,,Peanuts Jan 24,,,
"J.J. McDonnell & Co, Inc.",,USA,sales@jjmcdonnell.com,https://www.jjmcdonnell.com/,Shrimps,,,"finnfish, shellfish"
"J.M. Food Industry Co., Ltd",,Thailand,"salesjmf@jmthaifood.com, cs@jmthaifood.com",https://www.jmthaifood.com/,Rice list,,,"Ready Meals, Desserts, Fruits, Vegetables,"
J.M. Smucker Company - Lexington,,USA,IR.Team@jmsmucker.com,https://www.jmsmucker.com/,Nuts List,,,"Coffee, Pet Food, Spreard"
J.P. Beemsterboer Food Traders,,,info@beemsterboer.nl,,SIAL FROZEN FOOD,,,Frozen vegetables
"J.S. Cashew Exporters, Kilikollur",,,,,Cashew supplier for Middle Eas,,,
J&F Headwear,,,,,Headwear,,,China
Jabs International Pvt. Ltd.,,India,jabs@jabsinternational.com,https://www.jabsinternational.com/,Pulses,,,Food
"Jabs International Pvt. Ltd.
.",,India,"Email: jabs@jabsinternational.com
smkt@jabsinternational.com
shailesh@jabsinternational.com",https://www.jabsinternational.com/,Dried Fruits & Nuts,,"A-350, T.T.C. INDUSTRIAL AREA, M.I.D.C.,
MAHAPE, NAVI MUMBAI 400 710. INDIA.",Raisins
Jacha Inti Industrial Sociedad Anonima,,Bolivia,sales@jisabolivia.com,https://jisabolivia.com/,Quinoa -Nov24,,,
Jade Fresh Ltd.,,Kenya,wecare@jade-fresh.com,https://www.jade-fresh.com/,Macadamia Nut jan 25,,,
Jaffa d.o.o. Crvenka,,Serbia,jaffa@jaffa.rs,https://www.jaffa.rs/,Biscuits- Cookies,,,Biscuits-cookies
Jagadeesh Marine Exports,,India,contact@jmexports.com,https://jmexports.com/,Frozen Shrimps,,,Shrimps
"Jagadeesh Marine Exports ASC-C-01465 0 Whiteleg shrimp Litopenaeus vannamei Jagadeesh Marine Exports 15-08-2025 00:00 Certified ""1-174",,,,,ASC Shrimp,,,
Jahanabad Sea Foods Ltd.,,Bangladesh,info@seagoldbd.com,https://seagoldbd.com/,Shrimps,,,"Squid Whole (800g nw, 1kg block)
Squid Full clean (800g nw, 1kg block
Squid Tube (20% glazing, IQF
Squid Ring (20% glazing, IQF)"
Jain Farm Fresh Foods Limited (Spice Processing Unit),,India,,,Spices,,,
Jainnam International,,,info@jainaminternational.in,https://jainaminternational.in/,Medical Uniform,,,
JAKSH OVERSEAS,,,info@jakshoverseas.com,,Ground Spices,,"B-165 Ug/f, Gali No 6, Ashok Nagar, Shahdara, East Delhi, Delhi India 110093",
Jalaram Agriexports LTD,,India,,,Spices,,,
Jan Import A/S - Hadsten,Hadsten,Denmark,,,Dried Fruits,Food,,
JANKI DAS RICE MILL,,India,,,Rice,,,Basmati Rice
Janki Dass Rice Mill,,India,info@jdrm.in,https://www.jdrm.in/,Rice list,,,"Basmati Rice, Sugandha Rice, Sharbati Rice, Brown Rice"
JANUZ UNIVERSAL,,713,,,Pulses,,,"COWPEA/VAL WHOLE (ORGANIC), COWPEA (ORGANIC), GRAM FLOUR/BESAN (ORGANIC), LENTIL ORGANIC, MASOOR/CHANA DAL/MOONG WHOLE MOTH DAL (ORGANIC), MOONG DAL, URAD DAL, VAL DAL/TOOR DAL (ORGANIC), MOONG SPLIT CHILKA (ORGANIC), RAJMA/URAD SPLIT, WHOLE/MOTH DAL (ORGANIC), RAJMA JAMMU/RED KIDNEY BEANS (ORGANIC)"
JAP COMMODITIES,,USA,info@japcommodities.co.za,https://japcommodities.co.za/,Almonds - Ruchita,,"Unit 1, 19 Columbine Place, Durban",all nuts
Japan,,,,,Instant Noodle,"Tottori Kanzume Co., Ltd. Instant Noodles Dept",,
Jasmin rice expoter,,,,,RICE,,,
"Jasmine Rice, Brown Rice, White Rice",,,,,Vietnam Rice 25,,,
JAY AMBE RICE MILL,,,info@jaricemill.com,https://www.jaricemill.com/,RICE,,,
JAY CHIKKI & SNACKS PVT LTD,,713,,,Pulses,,,"CHANA, DRIED LEGUMINOUS VEGETABLES - PROCESSED PULSES - BROAD BEANS, DRIED LEGUMINOUS VEGETABLES - SHELLED"
"Jayalakshmi Cashew Exports, Decent Junction",,,,,Cashew supplier for Middle Eas,,,
Jayalakshmi Sea Foods Pvt Ltd,,India,jayasea@gmail.com,https://jlsf.in/products/,Frozen Shrimps,,,Shrimps
Jazaa Global (Pvt) Ltd.,,Pakistan,,,Rice list,,,
JB BEST QUALITY CHICKEN,,,info@jsbestqualitychicken.com,,Chicken Feet,,,
JBS,,Brazil,richard.kaskie@jbs.com.br,https://anymailfinder.com/directory/jbs.com.br,Chicken Feet,,,
Jceify Exporters Pvt Ltd,,,,www.jcorganicproducts.com,Ground Spices,,india,
JCrafteco,,India,namaste@jcrafteco.com,https://www.jcrafteco.com/,Textile,,"Siddharth Sadan, Near Galaxy Cinema,
Opp Axis Bank, Naroda,
Ahmedabad - 382330, Gujarat, India",tshirts
JD FOOD Public Company Limited - Site 2,,Thailand,EXPORT@JDFTHAILAND.CO,https://www.jdfthailand.com/en/,Rice list,,,"Seasonings, Sauces, Dehydrated Food Products,"
JDRM,,India,E-mail:info@jdrm.in,https://www.jdrm.in/introduction,RICE,,"Nadana Road, Taraori-132116, Distt. Karnal, Haryana, India.",Basmati Rice
Jeelani Marine Products,,India,info@jeelanimarine.com,https://www.jeelanimarine.com/,Shrimps,,,"FISH, CRUSTACEANS, CEPHALOPODS, MOLLUSCS"
Jentec Storage Inc.,,Philippines,,,Agent & Distributor list of Dri,,,Dried Mango
JF & I Packaging (Kenya) (EPZ) Limited,,Kenya,,,Macadamia Nut jan 25,,,
JH Garment (Cambodia) Co.Ltd.,,Cambodia,info@jsongarment.com,https://jsongarment.com/,Apparels,,,Mens/Womens/ Kids wear
"Jiande Fleece Textile Co., Ltd.",,China,,,Household Textiles,,"18, Building 10, Qiantan Zhixinzhizaogu, Zhenhua Road, Hangzhou, Zhejiang, CHINA",
"Jiande Flying Home-Textile Co., Ltd.",,China,,,Household Textiles,,"99, North Jianbei Road, Qiantan Town, Jiande, Zhejiang, CHINA",
"Jiande Junyue Home Textiles Co., Ltd.",,China,,,Household Textiles,,"ShouChang Town Development Zone, Hangzhou, Zhejiang CHINA",
"Jiande Taopu Textile Co., Ltd.",,China,,,Household Textiles,,"18, Building 12, Zhixin Qiantan Zhizaogu Project, Jiande, Zhejiang, CHINA",
"Jiangle Duorui Apparel Co.,ltd",,China,anna@duoruiapparels.com,https://www.duoruiapparels.com/,Sports Tshirts,,,
"Jiangmen Liji Food Co., Ltd.",,,,,Instant Noodles,,,
"Jiangsu Ape Home Goods Co., Ltd.",,China,,,Household Textiles,,"No. 18, Jinxi Road, Daoshu Town, Danyang, Jiangsu, CHINA",
"Jiangsu APE Sporting Goods Co., Ltd.",,China,,,Household Textiles,,"18, Jinxi Road, Daoshu Town, Danyang, Jiangsu, CHINA",
Jiangsu Autex Industrial Co Ltd.,,China,,,Household Textiles,,"No. 1, Liuzhuang Industrial Zone, Dafeng District, Yancheng, Jiangsu, CHINA",
Jiangsu Hongshang Textile,,China,,,Household Textiles,,"North side of Hangzhou West Road and, Suqian, Jiangsu CHINA",
"Jiangsu Huanhuan Pet Foods Co., Ltd.",,China,,,Agent & Distributor list of Dri,,,Dried Fruits
"Jiangsu Jingnan Food Co., Ltd.",Xuzhou City,China,,,Dried Fruits,Food,,
Jiangsu Kairui Home Textile,,China,,,Household Textiles,,"Jiangzao Industrial Area A, Chuanjiang Town, Tongzhou D, NANTONG, Jiangsu, CHINA",
Jiangsu Laike Tourist Products,,China,,,Household Textiles,,"168, Changli East Road, Huangtang Town, Danyang City, Zhenjiang, Jiangsu, CHINA",
"Jiangsu Lele Pet Foods Co., Ltd.",Suqian City,China,,,Dried Fruits,Food,,
"Jiangsu Lilong Outdoor Products Co., Ltd",,China,,,Household Textiles,,"Industrial Park, Daoshu Town, Danyang, Jiangsu, CHINA",
JIANGSU PENGYUAN TEXTILE GROUP CO LTD,,China,2845451406@qq.com,https://www.jspengyuan.com/,Hotel,,,
"Jiangsu Sidefu Textile Co.,Ltd",,China,,,Sport Merchandise,"Jiangsu Sidefu, China",,Rally Towel
Jiangsu Sunrise Textile,,China,,,Household Textiles,,"North of Cifu Road, East of Ruisheng Avenue, Shuyang, Suqian, Jiangsu, CHINA",
"Jiangsu Yililai Home Textile Co., Ltd.",,China,,,Household Textiles,,"Xiaqin Village, Daoshu Town, Danyang, Zhenjiang, Jiangsu, CHINA",
Jiangsu Yumeiren Home Textile,,China,,,Household Textiles,,"West of National Highway 205, South of Cifu Road,, Suqian, Jiangsu, CHINA",
"Jiangsu Yumeiren Textile Co., Ltd.",,China,,,Household Textiles,,"No. 88, W of Nat'l Hwy 205, S of Cifu Rd, Shuyang Econ Dev Zn Shuyan, Suqian, Jiangsu, CHINA",
Jiangxi Chunsi,,China,Message sent on Made in china,https://chunsi.en.made-in-china.com/company-JIANGXI-CHUNSI-FOODS-COMPANY-LIMITED.html?pv_id=1j2eof5jb133&faw_id=1j2eof87oad6&bv_id=1j2eof87ue02,Instant Noodles,,,Instant Noodles
Jiangxin (zhejiang) Eco Home Technology,,China,,,Household Textiles,,"No. 99, Tongyuan Road, Jiaxing City, Zhejiang, 314 CHINA",
"Jiangyin Kaihua Printing Co., Ltd.",,China,,,Household Textiles,,"Shuxin Village, Huashi Town, Jiangyin, Jiangsu, CHINA",
JIANGYIN KAIHUA PRINTING CO.LTD,,China,,,Household Textiles,,"SHUXIN CUN HUASHI TOWN JIANGYIN, JIANGSU, Jiangyin, Jiangsu, CHINA",
"Jiangyin Shutian Textile Co.,Ltd",,China,,,Household Textiles,,"6, Gaozhong Road, Gaoan Village, Xuxiake Town, Jiangyin, Jiangsu, CHINA",
"Jiaolu Textile (Nantong) Co., Ltd.",,China,,,Household Textiles,,"2288, Shijin Road, Xiting Industrial Area, Tongzhou District, NANTONG, Jiangsu, CHINA",
Jiaozuo Instant Noodle Factory,,China,,http://www.yuzhu.com.cn/,Instant Noodles,,,INSTANT NOODLES
"Jiazhou Yuanye (Bazhou) Food Co., Ltd.",Langfang,China,,,Dried Fruits,Food,,
Jimmy Hung Anh Food Co. Ltd.,,Vietnam,info@jimmyfood.com,https://jimmyfood.com/,Rice list,,,Noodles
Jina Cosmetics Private Limited,,India,info@jinacosmetics.com,TradeIndia listing,alcohol wipes,,,Manufacturer/supplier
Jindal Texofab Limited,,India,yash.agarwal@jindaltextiles.com,https://www.jindalhome.in/,Hospital  Textiles,,,Hospital bedsheet
Jindal Textile,,,,,Hospital and Hotel,,,India
"Jinhua Hejingtian Foods Co., Ltd.",,China,no website,,Fresh fruits and vegetables,,,
"Jinhua Jieling Houseware Co., Ltd.",,China,,,Household Textiles,,"2999, West Jingang Road, Jinyi Urban Economic Development Zone, Jinhua, Zhejiang, CHINA",
"Jinhua Jieling Housewares Co., Ltd.",,China,,,Household Textiles,,"2999, West Jingang Road, Jinhua, Zhejiang, CHINA",
"Jinhua Texong Household Co., Ltd.",,China,,,Household Textiles,,"188, 5 Building, Donggang North Street, Fucun Town, Jinhua, Zhejiang, CHINA",
"Jinhua Yue'er Arts Co., Ltd.",,China,,,Household Textiles,,"No.7, Jinju Road, Jinhua, Zhejiang, CHINA",
"JinJiang Jiaxing Group Co.,Limited -Bestmart2",,Lisa -Tracy- Email Sent,,,Sports / Stadium sports cushion,,,Pictures
"Jinjiang Jiaxing Group Co.,Ltd.",,,jiaxing@jiaxingwear.com,http://www.jiaxingwear.com/,Medical Uniform,,,
"Jinmailang Food Co., Ltd.",,China,MICHAEL_IJML@163.COM,http://www.jmlfood.com/,Instant Noodles,,,
"Jinmailang Noodle Products (Harbin) Co., Ltd.",,China,,,Instant Noodles,,,
"Jinnah Exports, Karicode",,,,,Cashew supplier for Middle Eas,,,
"Jinnah Shajahan Exports, Kilikollur",,,,,Cashew supplier for Middle Eas,,,
Jinny Marine Traders,,India,,website not available,Shrimps,,,
Jinny Marine Traders (Unit-II),,India,,website not available,Shrimps,,,
Jinxiang Food Co,,,rachel@jinxiyuanfood.com,,Instant Noodles,,,
Jivamrit Agro Organic Foods Private Limited,,India,,https://jivamritorganic.com/,Pulses,,,Food
JK Botanicals Pvt Ltd,,India,,,Spices,,,
JK Milling Canada,,Canada,shilohc@jkcomm.ca,http://jkmilling.ca/,Red lentils Nov24,,,
JNS IMPORT &  EXPORT,,,samexport77@aol.com / Sammy.sedhom@jns-usa.com,https://jns-usa.com/,WHITE CORN MAIZE,,"Charlotte, NC (Main Office) , Fort Mill, SC",
Jo Jose Food,,Instant Noodles,,,INSTANT NOODLES,,,received
"JOAMPARITO, S.L.",,Spain,FRESH ORNAGES,,Fresh fruits and vegetables,,,
"John B. Sanfilippo & Son, Inc.",,USA,,,Aldi List - Nuts,,,
John Cotton Australia,,Australia,,,Household Textiles,,"144-168, National Boulevard, Campbellfield, Victoria, AUSTRALIA",
John Cotton Europe,,Poland,,,Household Textiles,,"1, Szczawieńska, Szczawno-Zdrój, Wielkopolskie, 58-310, POLAND",
"John's Cashew Company, Kundara",,,,,Cashew supplier for Middle Eas,,,
JOn Jose Exports,,Kerala,jonjostraders@gmail.com,https://www.jonjosexport.com/spices.php,WHOLE PEPPER,,"JonJos Traders
Near Post Office,
TMC XVll/2056
Taliparamba Kannur,
Kerala India-670141",
"JONASON S.E PINE NUTS FOOD CO., LTD.",,China,,Website not available,Nuts List,,,
JonJos Traders,,,jonjostraders@gmail.com,https://www.jonjosexport.com/spices.php,Spices,,"JonJos Traders
Near Post Office,
TMC XVll/2056
Taliparamba Kannur,
Kerala India-670141",Pepper/ Spices
Joshi Agrochem Pharma Pvt. Ltd.,,India,agro.joshichem@gmail.com,https://joshiagrochem.com/,Fertilizers,,,"Organic & NPK water-soluble fertilizers, micronutrients, soil conditioners, plant growth promoters, agrochemicals, insecticides, herbicides, fungicides, pharmaceutical APIs, industrial solvents"
"Joyful Living Co., Ltd.",,Thailand,,,Household Textiles,,"368/1, Moo 8, Mapkha Subdistrict, Nikhom Phatthana District, Rayong, Bueng Kan, THAILAND",
"Joytex Homestyle Co.,Ltd",,China,,,Household Textiles,,"No.2 Building，No.18 Yufeng Road，Yushan Fangbang Industrial Z, Changshu, Jiangsu, CHINA",
Jozani Group,,Tanzania,,,Sunflower Oil,,,Sunflower Oil
"JRJ SEA FOODS INDIA PVT LTD.,",,India,admin@jrjseafoods.com,www.jrjseafoods.com,Shrimps,,,"cuttle fish, shrimps, crab"
JRP Impex,,,exports@jrpimpex.com,https://www.jrpimpex.com/,Ground Spices,,"502, RK Prime-2, 150 FT Ring Road,
Opp. Balaji Hall, Rajkot, Gujarat-360007, INDIA",
JSS Almonds LLC,,USA,almonds@jssalmonds.com,https://jssalmonds.com/,Nuts List,,,Almonds
JTK Winny Ag,,Canada,jimwinny@hotmail.com,https://jtkwinnyag.com/#d9c13cce-a79c-4233-b9ea-a7e6c6c6d85e,Pulses,,,"Yellow Peas Maple Peas Canola
Lentils Wheat Barley Oats Faba Beans"
Juguera Allende Sa De Cv,,Mexico,info@jugueraallende.com,https://www.jugueraallende.com/,Orange Juice  & Concentrate,,,"Puree, Concentrate"
"Juice Concentrates, Fruit Purees, NFC, IQF, Fresh Fruits",,,,,Pineapple juice 25,,,
Juice Food ( Joofoo),,China,2036634569@qq.com,http://www.juicefood.com.cn/en/index.html,Orange Juice  & Concentrate,,,
JUMBO NUTS,,Kenya,info@jumbonuts.co.ke,https://jumbonuts.co.ke/,Dried Fruits & Nuts,,,Macadanua nuts
JUMBO NUTS LIMITED,,Kenya,info@jumbonuts.co.ke,https://jumbonuts.co.ke/,Macadamia Nut jan 25,,,
Junan Mingcheng Bags Co Ltd,,China,,,Household Textiles,,"Yangjiahu Village, Banquan Town, Junan County, Linyi City, Shandong, CHINA",
JUngle nuts,,Kenya,info@junglenuts.co.ke,www.junglenuts.co.ke,BRC Macadamia,,,Macadamia Nuts
Jungle Organic,,India,jungleorganics.tltc@gmail.com,www.jungle-organic.com,Anuga - India,,,"Kesar, Kashmir Dry Fruits, Shilajit, Honey, Spices, Herbs and Cosmetics"
Jupitar Clothing Company,,India,mailbox@jupiter-india.com,https://www.aepcindia.com/members-directory/jupiter-clothing-company-private-limited,Apparels,,,Mens/Womens/ Kids wear
JUPITER KNITTING COMPANY (LAKSHMI),,India,kris@jupiter-india.com,https://jupiter-india.com/,Apparels,,,Apparel
"Juxian Xingan Cereals Oils And Foodstuffs Co., Ltd",,China,info@xapeanut.com,http://www.xapeanut.com/indexen.html,Nuts List,,,Peanut
JVS Export,,India,,,Signed Contract,,,Home Textiles
K AGRICULTURE,,,sales@k-agriculture.com,https://k-agriculture.com/,RICE,,,
K Ahuja Foods,,India,ganesh.ahuja@kahujafoods.com,www.kahujafoods.com,Anuga - India,,,Organic and Conventional whole spices
K HOUSE JOINT STOCK COMPANY,,Vietnam,,,Nuts List,,,
K M Knitwear Pvt Ltd Unit-14 ( Garments Division),,India,mail@kmknitwear.com,https://www.kmknitwear.com/,Apparels,,,Mens/Womens/ Kids wear
K V Agro Products Private Limited,,India,,,Spices,,,
K-Pra Foods Pvt ltd,,India,crm@k-pra.com,www.k-pra.com,Anuga - India,,,"Spices, Chutneys, Flours, Ragi, Misal"
K. LAGAKIS & SIA OE,,Greece,info@lagakisfrozen.gr,https://lagakisfrozen.gr/en/,Shrimps,,,"Anchovy, Wiper, Parrotfish, Grouper, Swordfish"
K.F.C. Gida Tekstil Sanayi Ith. Ihr. Yatirim A.S. - Site 1,Izmir,Turkey,,,Dried Fruits,Food,,
K.N.C Agro Limited,,India,tabarak@kncagro.com,http://www.kncagro.com/,Shrimps,,,shrimps
K.N.C. Agro Limited,,India,"kncagro2012@gmail.com, tabarakmir79@gmail.com,  tabarak@kncagro.com, kncagro2012@gmail.com",http://www.kncagro.com/,Frozen Shrimps,,,Shrimp
K.P.R Mill Limited,,India,"Email : corporate@kprmill.com
 kandaswamy@kprmill.com",https://kprmilllimited.com/certifications/,Textile,,"Shrivari Srimat, 1045, Avinashi Road
Coimbatore – 641 018, India.","Yarn, Fabrics, Garments and White Crystal Sugar."
K.V. Marine Exports,,India,kvmarine@hotmail.com,https://www.kvmarine.com/,Shrimps,,,"SHRIMPS & PRAWNS
SQUID
CUTTLEFISH
SAND LOBSTER
FISH
OCTOPUS
LOBSTER
PRAWNS HEAD"
KABIR SEEDS,,713,,,Pulses,,,KABULI CHICK PEAS (CHANA) - ORGANIC
Kader Exports Private Limited,,India,,website not available,Shrimps,,,
Kader Exports Private Limited Unit 04,,India,,Repeat of row 75 & 101,Frozen Shrimps,,,Shrimp
"Kader Exports Private Limited Unit 04 ASC-C-00721 0 Whiteleg shrimp Litopenaeus vannamei Kader Exports Private Limited Unit 04 14-09-2027 00:00 Certified ""2/91 Parttinamaruthur-Village Tharuvailkulam-Post",,,,,ASC Shrimp,,,
Kader Exports Pvt Ltd,,India,,Repeat of row 75,Frozen Shrimps,,,Shrimp
"Kailas Cashew Exports, Ezhukone",,,,,Cashew supplier for Middle Eas,,,
Kailash Cashew,,,11.11.24 - intro email sent,,Cashew supplier for Middle Eas,,,
"Kairali Exports, Mangad",,,,,Cashew supplier for Middle Eas,,,
KAJAR INDIA EXPORTS,,,,,Ground Spices,,,
kakuz,,Kneya,rcollins@kakuzi.co.ke,https://www.kakuzi.co.ke/,Dried Fruits & Nuts,,,Macadanua nuts
Kalpasiri Enterprises,,India,"enterprise.kalpasiri@gmail.com
enterpriseskalpasiri@gmail.com",www.kalpasirienterprises.in,Anuga - India,,,Coconut Products (Agro/Food)
Kalpesh Corporation,,India,,,Spices,,,
Kalya  Exports,,,,,"Fresh Fruits and Vegetables, Germany",,,Fresh Fruits and Vegetables
Kamal Healthcare,,India,online@kamalhealthcare.com,https://www.kamalhealthcare.com/products/sheet,Hospital  Textiles,,,Hospital Equipment and Linen
